kelly_proportion,stack
0.8,1030
0.45,1000
0.45,1000
0.2,1000
0.85,990
0.75,980
0.4,1000
1.0,840
0.45,1000
0.55,1000
0.5,1000
0.7,1190
0.25,980
0.7,990
0.2,980
0.35,1070
0.35,1000
0.35,1000
0.2,1000
0.2,980
0.7,1000
0.15,1000
0.4,990
0.05,980
0.75,1000
0.85,1025
0.05,1000
0.45,980
0.8,1000
0.95,1025
0.75,1070
0.3,990
0.6,940
1.0,1000
0.55,1000
0.05,1000
0.55,1000
0.05,1000
1.0,1000
0.25,1000
0.35,1080
0.85,980
0.2,1000
0.1,1000
0.15,1000
0.95,940
0.95,1000
0.45,1000
0.55,940
0.4,990
0.4,980
0.5,1000
0.3,1000
0.45,980
0.75,920
0.85,1190
0.9,1000
0.45,1000
0.9,990
0.35,1030
0.8,980
0.1,1000
0.7,1000
0.9,1000
1.0,1000
0.75,1000
0.3,1000
0.35,990
0.55,960
0.15,980
0.45,1090
0.05,1000
1.0,1000
0.35,980
0.8,1000
0.75,1000
0.1,980
0.45,980
0.4,1000
0.7,1060
0.25,1000
0.15,1000
0.55,1000
0.3,980
0.6,980
0.3,990
0.55,1030
0.45,1000
0.15,1000
0.3,1000
0.7,1000
0.9,1000
0.9,1000
0.75,1050
0.6,990
1.0,980
0.85,980
0.4,1000
0.7,1000
0.75,1000
0.6,1000
0.1,1000
0.6,1000
0.1,990
0.65,980
0.2,980
0.25,1000
0.4,980
0.75,1000
1.0,1070
0.15,1000
0.35,1120
0.6,900
0.8,980
1.0,1000
0.75,1000
0.3,1000
0.55,1000
0.65,1000
0.45,1000
0.65,1000
0.15,980
0.65,980
0.75,1000
0.75,1000
0.35,960
0.6,1000
0.75,1080
0.5,1000
0.4,1000
0.05,990
0.15,980
1.0,1000
0.3,980
1.0,1000
0.75,1000
0.2,1000
0.85,1050
0.05,1000
0.9,1120
0.15,980
0.35,900
0.45,1000
0.6,1000
0.15,1000
0.4,1000
0.65,1000
0.35,1000
0.95,1030
0.55,970
0.5,1000
0.15,1000
0.45,1000
0.9,1000
0.75,1000
0.4,1000
0.15,1000
0.65,1020
0.75,980
0.05,1000
0.25,1000
0.2,1000
0.5,1000
0.3,1000
0.15,1000
0.5,1000
0.15,990
0.6,920
0.4,1000
0.4,1090
0.65,1000
0.75,1000
0.3,1000
0.7,1000
0.55,1000
0.9,990
0.95,1050
1.0,1000
1.0,980
0.85,1000
0.65,1000
0.75,1000
0.65,980
0.75,1250
0.35,990
0.75,980
0.25,1000
0.9,1000
0.55,1000
0.65,940
0.55,840
0.6,1000
0.7,980
0.95,990
0.9,1110
0.25,1000
0.35,1000
1.0,1000
0.9,980
0.65,1000
0.75,940
0.6,1000
0.5,990
0.1,1010
0.75,1000
0.95,1000
0.9,1000
0.8,1000
0.75,1000
0.05,1000
0.25,1000
0.4,1050
0.8,980
0.05,1000
0.05,1000
0.7,1000
0.4,1000
0.25,970
0.1,1000
0.2,980
0.65,990
0.45,1030
0.5,1000
0.25,1000
0.5,1000
0.7,1000
0.05,1000
0.8,1000
0.75,1050
0.45,990
0.7,980
0.95,1000
0.55,980
0.45,1000
0.75,1000
0.05,1000
0.1,1000
0.35,1000
0.75,990
0.4,980
0.85,1000
0.6,960
0.05,1000
0.4,1070
1.0,1000
0.65,1000
0.55,1000
0.4,990
0.85,980
0.35,1000
0.55,1000
0.7,1000
0.7,1000
0.2,980
0.9,1050
0.45,980
0.4,990
0.85,980
0.8,1070
0.95,1000
0.7,1000
0.2,980
0.1,1000
0.65,1000
0.5,1000
0.9,990
0.85,980
0.15,1000
0.1,1000
0.45,880
0.3,1000
0.35,1000
0.6,1150
0.9,1000
0.15,980
0.7,1040
0.65,1000
0.5,1000
0.45,1000
0.5,1000
0.85,980
0.8,1000
0.3,970
0.3,1050
0.15,980
0.4,1000
0.6,1000
0.5,1000
0.6,1000
0.35,1000
0.4,1000
0.6,1000
0.1,990
1.0,980
1.0,1000
0.35,1000
0.45,1000
0.35,1000
0.15,1000
0.85,1030
0.55,1000
0.3,990
0.65,1030
0.95,1000
1.0,1000
0.55,1000
0.8,1000
0.35,1000
0.35,980
0.55,1000
0.65,990
0.9,1070
0.3,1000
0.1,1000
0.25,980
0.5,1000
0.7,960
0.25,1000
0.75,1000
0.8,990
0.1,980
0.95,1000
0.65,1030
0.85,1000
0.25,1000
0.65,1000
0.65,1000
0.05,1000
0.3,980
0.5,960
0.35,1000
0.5,1000
0.65,1060
0.4,1000
0.75,1000
0.7,1000
1.0,1000
0.45,990
0.2,980
0.95,1030
0.4,1000
0.35,1000
0.1,1000
0.15,1000
0.1,1000
0.65,940
0.15,990
0.75,1110
0.3,980
1.0,980
0.6,1000
0.95,1000
0.25,1000
0.1,1000
0.55,1000
0.6,980
0.25,880
0.2,1000
0.05,1000
0.95,1140
0.3,1000
0.4,1000
0.25,1000
0.7,980
0.9,990
0.85,1030
0.85,1000
0.7,1000
0.2,1000
0.3,1000
0.1,1000
0.75,1000
0.65,960
0.45,970
0.4,980
0.75,1090
0.45,1000
0.85,1000
0.1,1000
0.1,1000
0.25,1000
0.9,1000
0.1,990
0.1,980
0.9,1000
1.0,1000
1.0,1070
0.05,1000
0.55,960
0.05,1000
0.2,1000
0.65,990
0.95,1050
0.05,1000
0.85,1000
0.85,1000
0.85,1000
0.85,960
0.15,1000
0.3,1000
0.9,990
1.0,1030
0.65,1000
0.1,1000
0.3,1000
0.65,1000
0.5,1000
0.35,980
0.8,1000
0.9,990
0.25,980
0.4,980
0.55,1000
0.65,960
0.15,1150
0.3,980
0.7,960
0.6,1000
0.45,990
0.15,980
0.4,1000
0.35,1000
0.55,1030
0.05,1000
0.55,1000
0.4,1000
0.7,1000
0.65,920
0.55,1080
0.55,1000
0.35,1000
0.4,1000
0.35,1000
0.85,1000
0.1,1000
0.2,1000
0.7,990
0.75,940
0.95,1070
0.9,1000
0.8,1000
0.75,1000
0.8,1000
0.9,1000
0.3,1000
0.5,990
0.2,1050
0.45,980
0.1,1000
0.15,1000
0.3,1000
0.7,980
0.05,1000
0.35,980
0.5,900
0.15,980
0.7,1000
0.35,1160
0.4,1000
0.95,1000
0.55,1000
0.55,980
0.3,1000
0.35,990
0.2,980
1.0,1000
0.4,1000
0.3,1000
0.6,1030
0.45,1000
0.3,1000
0.6,1000
0.55,990
0.7,980
0.5,1000
0.85,1000
0.65,960
0.9,980
0.85,1090
0.7,1000
0.7,1000
0.2,990
1.0,1010
0.05,1000
0.7,1000
0.55,1000
0.9,1000
0.8,1000
0.95,1000
1.0,1000
0.5,990
0.6,980
0.55,1000
0.5,980
0.3,1050
0.15,1000
0.1,1000
0.55,1000
0.85,1000
0.95,1020
0.8,980
0.95,1000
0.85,1000
0.15,1000
0.95,1000
0.65,1000
1.0,1000
0.3,980
0.95,990
0.6,1030
0.15,1000
0.4,1000
0.35,1000
0.05,1000
0.5,1000
0.1,1000
0.65,980
0.05,990
0.35,1070
0.8,980
0.75,1000
0.2,1000
0.2,980
0.25,1000
0.85,1000
0.5,960
0.45,990
0.85,940
0.2,1000
0.5,1000
0.7,1110
0.55,1000
0.25,1000
0.2,1000
0.05,1000
0.05,990
0.05,980
1.0,1000
0.1,1000
0.3,1000
0.8,1030
0.6,1000
0.8,1000
0.2,1000
0.3,990
0.3,980
0.25,1000
0.4,1190
0.45,1000
0.6,1000
0.45,920
0.45,920
0.8,940
0.2,990
0.15,980
0.1,1000
0.05,1000
0.5,1000
0.35,1000
0.5,1000
0.35,1090
0.55,1000
1.0,990
0.65,1030
1.0,1000
0.4,1000
0.85,980
0.45,1000
0.8,1000
0.9,1000
0.9,1000
0.95,990
0.95,980
0.7,960
0.2,1000
0.15,1000
0.15,1000
0.8,1090
0.55,980
0.35,1000
0.3,990
0.45,980
1.0,960
0.8,960
0.8,1000
0.4,1000
0.3,1110
0.9,1000
0.5,920
0.6,990
0.2,980
0.3,960
0.6,1000
0.15,1000
0.15,1000
0.45,1150
0.95,1000
0.05,1000
0.75,990
0.9,980
0.9,1000
1.0,1000
0.85,1000
0.15,1000
0.75,1030
0.35,1000
0.65,1000
0.6,990
0.9,980
0.55,1000
0.35,1050
0.5,980
0.95,1000
0.1,1000
0.35,1000
0.05,1000
0.15,980
0.4,1020
0.75,1000
0.05,1000
0.05,1000
0.3,1000
0.55,1000
0.4,1000
0.7,1070
0.1,990
0.2,980
0.4,980
0.35,1000
0.05,1000
1.0,980
0.95,1000
0.3,1000
0.95,1090
0.95,990
0.65,980
0.7,1000
0.1,1000
0.4,1000
0.3,1000
0.15,1000
0.7,940
0.05,1000
0.7,1070
0.35,980
0.75,1000
0.1,1000
0.1,1000
0.55,1000
0.75,1000
0.75,950
0.6,1030
0.3,990
0.25,980
0.8,1000
0.9,1000
0.4,1000
0.4,1000
0.4,1000
0.1,1000
0.7,1000
0.4,990
0.95,980
0.25,1000
1.0,1000
0.5,1000
0.5,1030
0.6,1000
0.65,1000
0.85,1000
0.05,990
0.15,980
0.15,1000
0.65,1000
1.0,1000
0.8,960
0.95,1070
0.25,1000
0.15,1000
0.95,990
0.7,1010
0.9,1000
1.0,1000
0.45,1000
0.85,1000
0.4,1000
0.25,1000
1.0,1140
0.95,940
1.0,980
0.35,1000
0.5,1000
0.55,1000
0.55,1000
0.25,1000
0.45,940
0.65,1240
0.9,840
0.65,970
0.2,1000
0.85,970
0.45,980
0.1,1000
0.65,1000
0.4,1000
0.15,1000
0.15,990
0.3,980
0.25,1000
0.65,1000
0.85,860
0.55,1170
0.6,1000
0.3,1000
0.5,1000
0.3,990
0.2,960
0.7,1000
0.3,1000
0.75,1050
1.0,1000
0.1,1000
0.05,1000
0.55,1000
0.25,990
0.9,980
0.7,1000
0.15,980
0.65,1000
0.85,1000
0.05,1000
1.0,1050
0.75,1000
0.5,990
0.55,980
0.85,1000
0.1,1000
1.0,1000
0.55,1000
0.35,1000
0.9,1030
0.2,980
0.4,990
0.55,1070
0.05,1000
0.75,1000
0.5,980
0.25,980
0.05,1000
0.1,1000
0.3,1000
0.85,990
0.9,980
0.75,1000
0.9,1000
0.2,1000
0.8,1030
0.45,1000
0.65,1000
0.35,980
0.4,1180
0.55,980
0.85,900
0.4,1000
0.55,1000
0.25,1000
0.45,1000
0.45,960
0.3,1000
0.25,990
0.5,980
0.45,1000
1.0,1000
0.35,1090
0.85,940
0.15,1000
0.4,1000
0.85,890
0.9,1150
0.1,980
0.5,980
0.65,1000
0.75,1000
0.2,1000
0.75,1000
0.8,1000
0.2,1000
0.15,990
0.6,980
0.9,1000
0.35,1000
0.6,940
0.55,1330
1.0,760
0.5,1000
0.45,1000
0.05,990
0.85,980
0.9,1030
0.2,1000
0.95,1000
0.6,1000
0.05,1000
0.3,1000
0.7,1030
0.15,990
0.3,980
0.95,1000
0.4,1000
0.6,1000
0.65,1000
0.15,1000
0.25,1000
0.05,1000
0.45,990
0.35,980
0.2,1030
0.65,1000
0.5,1000
0.4,1000
0.75,1000
0.9,1000
0.55,1000
0.9,990
0.25,940
0.25,1000
0.15,1070
0.55,1000
1.0,1000
0.95,1000
0.1,1000
0.85,1030
0.45,990
0.5,980
1.0,1000
1.0,1000
0.1,1000
0.15,1000
0.6,1000
0.9,1000
0.55,1000
0.8,970
0.35,970
0.85,1000
0.8,1060
0.1,1000
0.2,1000
0.85,1000
0.8,1000
0.55,1000
0.6,860
0.5,980
0.95,1160
0.95,1000
0.05,1000
0.2,1000
0.95,1000
0.45,1000
0.35,1000
0.5,930
0.45,1070
0.1,1000
0.95,1000
0.75,1000
0.1,1000
1.0,1000
0.35,1000
0.05,1000
0.2,990
0.15,980
0.8,1000
0.9,960
0.5,1000
0.8,1110
0.4,980
0.35,980
0.55,1170
0.8,990
0.9,980
0.05,1000
0.1,1000
0.65,1000
0.3,860
0.7,1000
1.0,1000
0.75,1000
0.6,1020
0.7,980
0.25,1000
0.7,1000
1.0,1000
0.85,1000
0.25,1000
0.3,1000
0.75,1000
0.95,990
0.55,980
0.5,1000
0.95,1000
0.9,1030
0.95,1000
0.55,1000
0.95,1000
0.8,960
0.85,960
0.35,980
0.6,1100
0.1,1000
1.0,1000
0.45,1000
0.6,1000
0.4,1000
0.15,1000
0.35,990
0.2,1030
0.45,1000
0.6,980
0.35,1000
0.8,1000
0.9,1000
0.3,1000
0.75,1000
0.65,990
0.6,1030
0.1,1000
0.8,1000
0.15,1000
0.7,1000
0.3,980
0.65,1000
0.9,1000
0.8,990
0.95,980
1.0,1000
0.85,1000
0.7,1000
0.6,1030
0.1,1000
0.25,1000
0.35,1000
0.6,990
0.35,1050
0.75,1000
0.1,1000
0.85,980
1.0,1000
0.6,1000
0.6,980
0.1,1000
0.75,990
0.85,920
0.15,1000
0.25,1000
0.8,1090
0.35,1000
0.5,1000
0.45,1000
0.35,1000
0.9,990
0.35,940
0.95,1000
0.55,980
0.25,1000
0.85,940
0.45,1000
0.5,1150
0.75,1000
1.0,970
0.55,980
0.35,950
1.0,1100
0.7,1000
0.55,1000
0.6,1000
1.0,1000
0.4,1000
1.0,990
0.55,980
0.8,1000
0.2,1000
0.85,1030
0.05,1000
0.45,1000
0.3,1000
0.65,1000
1.0,990
0.85,980
0.65,1000
0.15,1000
0.9,860
1.0,1170
0.9,1000
0.9,1000
0.25,1000
0.95,990
0.3,980
0.45,980
1.0,1000
0.95,1000
0.3,1000
0.85,1050
0.25,1000
0.95,940
0.05,990
0.05,980
0.8,1000
0.95,1090
0.25,1000
0.1,1000
0.95,1000
0.4,1000
0.8,1000
1.0,990
0.45,980
1.0,1050
0.2,1000
0.75,1000
0.4,1000
0.95,980
0.95,1000
0.85,1000
0.1,990
0.45,980
0.5,1090
0.5,940
0.55,1000
0.5,1000
0.6,1000
0.6,1000
0.3,1000
0.65,990
0.1,980
0.5,1000
1.0,1000
0.25,1000
0.1,1000
0.45,1030
0.1,1000
0.35,1000
0.8,930
0.3,980
0.3,1000
0.15,1000
0.8,1000
0.85,1000
0.75,1090
0.55,1000
1.0,1000
0.55,1040
1.0,980
0.7,1000
0.2,1000
0.75,1000
0.2,1000
0.5,1000
0.65,980
0.55,1000
0.55,990
0.35,980
0.4,940
0.95,980
0.95,1000
0.35,1110
0.55,1000
0.75,1000
0.55,920
0.25,990
0.45,980
0.15,1000
1.0,1000
1.0,1110
0.95,1000
0.15,1000
0.8,1000
0.1,1000
1.0,990
0.75,980
0.05,1000
0.2,1000
0.3,1090
1.0,1000
0.3,940
0.1,1000
0.75,980
0.55,990
0.6,980
0.45,1000
0.45,1000
0.2,1000
0.5,1000
0.6,1050
0.9,1000
0.6,980
0.05,990
0.3,1050
0.2,1000
0.15,1000
0.8,1000
0.3,980
0.6,1000
1.0,1000
0.15,1000
0.85,990
0.95,980
0.85,1000
0.4,1050
0.4,1000
0.55,1000
0.15,1000
0.5,980
0.9,1000
0.7,990
0.85,980
0.2,1000
0.55,1000
0.1,1000
0.75,1000
0.7,1000
0.5,1030
0.35,1000
0.25,990
0.25,980
0.3,1000
0.5,1000
0.5,980
0.85,1000
0.7,1050
0.2,1000
0.9,1000
0.05,990
0.55,940
0.05,1000
0.15,1000
0.55,1000
0.65,1000
0.75,960
0.95,1110
0.2,1000
0.95,990
0.1,1010
0.3,1000
0.2,1000
0.75,1000
0.95,1000
0.2,1000
0.5,1000
1.0,1000
0.75,990
0.2,1010
0.15,1000
0.3,1000
0.65,1000
0.15,1000
0.6,1000
0.45,1000
0.8,1000
0.7,990
0.15,980
0.85,1000
0.9,1000
0.95,1030
0.35,1000
0.15,1000
0.8,1000
0.4,1000
0.9,1100
0.2,960
0.3,1000
0.95,1000
0.2,960
0.9,1000
0.4,980
0.35,1000
0.3,1000
0.4,990
0.3,1070
0.55,980
0.3,980
0.55,1000
0.3,1000
0.85,1000
0.2,980
0.5,1000
0.15,990
0.4,980
0.35,1000
0.5,1000
0.15,980
0.45,1000
0.1,1000
1.0,1050
0.3,1000
0.5,980
0.3,980
0.4,1140
0.8,980
0.6,920
0.7,1000
0.55,1000
0.45,1000
0.2,1000
0.55,990
1.0,980
0.25,1000
0.7,1000
0.55,880
1.0,1150
0.15,1000
0.75,1000
0.5,1000
0.55,990
0.05,980
0.65,1000
0.8,1050
0.5,1000
0.75,980
0.45,1000
0.5,1000
0.6,1000
0.05,990
0.3,980
0.5,1000
0.25,900
0.7,1130
0.1,1000
0.35,1000
0.7,1000
0.4,1030
0.05,990
0.3,980
0.25,1000
0.55,1000
0.6,1000
0.5,1000
0.7,1000
0.6,1000
0.6,1000
0.5,990
0.55,980
0.05,1000
0.65,980
0.65,1000
0.75,1050
0.4,1000
0.65,1000
0.2,1000
0.55,880
0.85,980
0.2,1000
0.15,1000
0.3,1000
0.6,1140
0.1,1000
0.85,1000
0.5,1000
0.05,990
0.95,880
0.1,1000
0.2,1000
0.7,1150
0.65,1000
0.4,1000
0.65,980
0.6,1030
0.9,990
0.5,980
0.25,1000
0.2,1000
0.75,1000
0.65,1000
0.7,1000
0.45,1000
0.15,1000
0.05,990
0.2,980
0.55,1000
0.4,980
0.95,1000
0.75,1050
0.85,1000
0.95,1000
0.9,940
0.9,990
0.85,980
0.8,1000
0.85,1000
0.8,1090
0.25,1000
0.4,1000
0.85,1000
0.05,1000
0.15,990
0.15,980
0.05,1000
1.0,1030
0.95,1000
1.0,1000
0.7,1000
0.6,1000
0.75,1000
0.9,990
0.45,1050
0.55,980
0.3,1000
0.15,1000
0.75,1000
0.85,1000
0.5,980
0.2,1000
0.1,980
0.6,980
0.55,1060
0.65,1000
0.85,1000
0.7,1000
0.8,1000
0.4,980
0.75,1000
0.5,990
0.95,1010
0.1,1000
0.6,1000
0.9,1000
0.3,1000
0.05,1000
0.05,1000
0.25,1000
0.8,990
0.2,980
0.3,920
0.4,1000
0.25,1000
0.25,1000
0.45,1000
0.6,1110
0.5,1000
0.35,990
0.65,1030
0.3,1000
0.35,1000
0.5,980
0.65,1000
0.15,1000
0.95,1000
0.25,1000
0.4,1130
0.75,980
0.6,890
0.3,1000
0.2,1000
0.6,1000
0.5,1000
0.05,1000
0.8,1000
0.4,990
0.7,980
0.95,1070
0.7,1000
0.05,1000
0.95,980
0.45,980
0.4,1000
0.85,1000
0.9,1050
0.85,980
1.0,1000
0.4,1000
0.65,1000
0.45,970
0.6,1000
0.2,1000
0.4,1000
0.15,990
0.65,980
0.3,1150
0.7,1000
0.7,940
0.95,1000
0.25,1000
0.7,940
0.55,1000
0.1,990
0.7,1050
0.2,1000
0.35,980
0.3,980
0.3,1000
0.65,1000
0.9,1000
0.45,1000
0.55,990
0.9,1090
0.6,940
0.25,1000
0.15,1000
0.65,1000
0.05,1000
0.25,980
0.75,1000
0.05,990
0.9,980
0.4,980
0.75,1000
0.85,1000
0.95,1000
0.4,1050
0.45,1000
0.65,1090
0.3,990
0.45,940
0.1,1000
0.25,1000
0.45,1000
0.8,1000
0.3,1000
0.25,980
0.2,1000
0.1,990
0.1,980
0.7,960
0.95,1000
0.6,1070
0.75,1000
0.7,1000
0.65,1000
0.2,1000
0.2,990
0.15,980
0.55,1000
0.8,960
0.5,1070
0.5,1000
0.55,1000
0.65,1000
0.25,1000
0.35,990
1.0,1130
0.15,1000
1.0,1000
0.15,1000
0.4,1000
0.95,880
0.9,1000
0.95,1000
0.3,990
0.35,980
0.45,1000
0.95,1000
0.9,1000
0.85,1000
0.45,1030
0.55,1000
0.4,1000
0.7,900
0.35,980
0.45,1000
0.7,1000
0.3,980
0.4,820
0.6,1320
1.0,1000
0.2,1000
0.35,980
0.25,980
0.5,1040
0.1,1000
0.4,1000
0.2,1000
0.5,1000
0.65,1000
0.7,1000
0.6,1040
0.8,980
1.0,1000
0.35,1000
0.2,1000
0.95,1000
0.25,980
0.85,1000
0.6,980
0.65,990
0.95,980
0.15,1000
0.9,1000
0.2,1000
0.65,1050
0.4,1000
0.05,1000
0.75,1000
0.1,990
0.4,980
0.6,1000
0.35,980
0.5,1000
0.45,1000
0.3,1050
0.4,1000
0.05,1000
0.7,990
0.6,980
0.7,1000
1.0,1050
0.55,1000
0.3,980
0.3,1000
0.1,1000
0.1,1000
0.2,990
0.65,940
0.75,1000
0.5,1000
0.95,1070
0.3,1000
0.2,1000
0.75,1000
0.45,1000
0.55,990
0.15,1010
0.35,1000
0.25,1000
0.45,1000
0.2,1000
0.75,1000
0.85,1000
0.2,1000
0.7,990
0.65,980
0.8,1000
0.4,1000
0.65,1000
0.9,1000
0.25,1000
0.4,1030
0.05,1000
0.6,990
0.35,980
0.35,980
0.25,1000
0.3,1050
0.45,1000
0.1,1000
0.65,1000
0.6,1000
0.8,990
0.3,1030
0.1,1000
0.85,980
0.05,1000
0.05,1000
0.7,1000
0.55,1000
0.5,1000
0.2,940
0.15,1080
0.4,1000
0.25,1000
0.65,1000
0.55,1000
0.3,980
0.35,1000
0.7,1000
0.2,990
0.25,980
0.3,1000
0.6,1050
0.6,1000
0.4,980
1.0,1000
0.35,1000
0.95,1000
0.45,990
0.75,1010
0.05,1000
1.0,1000
0.2,1000
0.55,1000
0.6,1000
0.5,1000
0.95,1000
0.05,990
0.6,980
0.75,1000
0.9,980
0.9,840
0.25,1000
0.55,1000
0.7,1210
0.15,1000
0.45,990
0.3,980
0.5,1000
0.5,1130
0.5,1000
1.0,1000
0.55,900
0.7,1000
0.75,1070
0.05,990
1.0,980
0.35,1000
0.8,980
0.65,980
1.0,1000
0.8,1000
0.65,1000
1.0,1030
0.75,990
0.7,980
0.85,1000
0.8,1000
0.65,1000
0.2,1000
0.65,1000
0.35,1000
0.7,1000
0.8,990
0.25,980
0.2,1000
0.5,1000
0.85,1000
0.7,1030
0.3,1000
0.6,1000
0.7,1000
0.55,990
0.7,980
0.55,1000
0.45,1350
0.3,1000
0.6,1000
0.75,680
0.95,1000
0.7,1000
0.25,990
0.75,940
1.0,1090
0.8,1000
0.05,1000
0.4,980
0.6,1000
0.5,1000
1.0,1000
0.7,990
0.4,1010
0.2,1000
0.55,1000
0.8,1000
0.55,1000
0.95,1000
0.7,1000
0.15,1000
0.35,990
0.5,980
0.15,1000
0.4,1000
0.1,1000
0.5,1030
0.35,1000
0.25,1000
0.6,1000
0.2,990
0.8,980
0.1,1000
0.1,1000
0.75,1000
0.45,1000
0.75,1000
0.95,1030
0.95,900
0.4,990
0.5,1110
0.45,1000
0.65,1000
0.85,1000
0.4,1000
0.4,1000
0.2,1000
0.2,1000
0.35,990
0.45,1030
0.9,1000
1.0,1000
0.35,1000
0.4,1000
0.7,1000
0.2,980
0.95,980
0.25,990
0.45,1030
0.95,1000
0.75,1000
0.55,1000
0.1,1000
0.95,1000
0.8,1000
0.25,1000
0.2,990
0.7,980
0.5,1000
0.8,1000
0.8,1000
0.2,1000
0.2,1000
1.0,1030
0.75,1000
0.5,990
0.1,1030
1.0,1000
0.05,1000
0.45,980
0.85,1000
0.6,1000
1.0,1000
0.4,1000
0.5,990
0.35,980
0.45,1150
0.95,880
0.35,1000
0.45,1000
0.75,1000
0.4,1000
0.05,1000
0.6,990
0.9,980
0.9,960
0.3,960
0.05,1000
0.8,1230
0.75,1000
0.6,880
0.25,960
0.95,990
0.7,980
0.4,1000
0.6,1070
0.2,1000
1.0,1000
0.3,1000
0.45,1000
0.6,840
0.9,990
0.55,940
0.6,1000
0.25,1000
0.9,980
0.7,1000
0.65,1250
0.7,1000
0.8,1000
1.0,980
0.8,980
0.55,1000
0.75,1000
0.75,1000
0.9,1060
0.05,1000
0.95,980
0.65,1000
0.45,950
0.35,980
0.2,1000
0.95,1070
0.1,1000
0.85,1000
0.65,1000
0.65,1000
0.9,1050
0.75,990
0.05,980
0.25,1000
0.8,1000
0.4,1000
0.6,1000
0.45,1000
0.4,980
0.1,1000
0.75,990
0.2,960
0.45,1000
0.85,1000
0.4,1000
0.85,1000
0.6,1050
0.8,1000
0.3,1000
0.8,990
1.0,1010
0.65,1000
0.7,1000
0.65,1000
0.1,1000
0.9,1000
0.15,1000
0.75,1000
0.2,990
0.35,980
0.4,1000
0.9,1000
